Title,ReleaseDate,GenreName,Director,LeadActors,SupportingActors,Language,Runtime,Budget,BoxOfficeRevenue,Rating,ReleaseType
Air Force One Down,09/02/2024,Action:Thriller,James Bamford,Katherine McNamara:Ian Bohen,Dascha Polanco:Rade Šerbedžija,English,60,993,25993,2.3,PG-12
Shin Spider-Man,04/02/2024,Action:Science Fiction,Daniel Reguinho,Gerard Chua:Gabriel Trigo,Charles Hayes:Kiyomi Nishimatsu,Japanese,62,72000000,72025000,3.4,NR
Death of a Slut,03/02/2024,Romance:Action,Charles Capp,Leo Mason:Andrew Playford,Lea Arnoult,English,60,40000000,40025000,4.3,R
Argylle,31/01/2024,Action:Adventure:Comedy,Matthew Vaughn,Bryce Dallas Howard:Sam Rockwell,Bryan Cranston:Catherine O'Hara,English,61,205000000,94623605,3.5,PG-13
The Tiger's Apprentice,02/02/2024,Animation:Action:Adventure:Family:Fantasy,Raman Hui,Brandon Soo Hoo:Henry Golding,Lucy Liu:Sandra Oh,English,60,87229100,87254100,3.8,PG-12
Andromeda 3,01/02/2024,Action:Science Fiction,Brett Bentman,J. Benedict Larmore:Tom Zembrod,Lauren Lakis:Stephen Brodie,English,60,750000,775000,5.25,PG-19
Andromeda 2,01/02/2024,Action:Science Fiction,Brett Bentman,Tom Zembrod:Michael Dooley,Stephen Brodie:Rosco Nash,English,60,72000000,72025000,6.34,PG-18
Battle Legends: The Legend of Battle Master,01/02/2024,Action:Comedy,Matt Enos,Matt Enos:Michael C. Urchin,Donald Bulley:Cade Nickels,English,60,40000000,40025000,5.23,NR
Mythica: Stormbound,31/01/2024,Fantasy:Adventure:Action,Jake Stormoen,Will Kemp:Ryann Bailey,Nicola Posener:Adam Johnson,English,63,34000000,34025000,7.21,PG-13
Penduko,25/12/2023,Action:Adventure:Fantasy,Jason Paul Laxamana,Matteo Guidicelli:Kylie Verzosa,John Arcilla:Phoebe Walker,Tagalog,109,378900000,378925000,1.1,PG-12
Lupin the Third: Sweet Lost Night,25/07/2008,Action:Animation:Comedy:TV Movie:Crime,Tetsuro Amino,Kanichi Kurita:Kiyoshi Kobayashi,Eiko Masuyama:Makio Inoue,Japanese,91,183316455,183341455,1.2,PG-13
The Demon Detective,27/01/2024,Horror:Drama:Action,T.C. De Witt,Vivica A. Fox:Tom Virtue,Eugene Young:Amir Aboulela,English,111,18200000,18225000,2.3,NR
Bring Back The Color,26/01/2024,Action:Romance,Mridul Chhibber,Mridul Chhibber:Bethany Dewhurst,Patrick Zappacosta:Pranav Dixit,English,97,993,25993,3.4,NR
Planetquake,26/01/2024,Action:Drama:Fantasy:Science Fiction:Thriller,Monroe Robertson,Erica Duke:Michael Paré,Phillip Andre Botello:Candace Kita,English,61,72000000,72025000,4.3,R
Trunk - Locked In,24/11/2023,Thriller:Action:Drama,Marc Schießer,Sina Martens:Artjom Gilz,Luise Helm:Poal Cairo,German,62,40000000,40025000,3.5,PG-13
Badland Hunters,25/01/2024,Science Fiction:Action,Heo Myeong-haeng,Ma Dong-seok:Lee Hee-jun,Lee Jun-young:Roh Jeong-eui,Korean,71,205000000,205025000,3.8,PG-12
Alienoid: Return to the Future,10/01/2024,Science Fiction:Action:Fantasy:Adventure,Choi Dong-hoon,Ryu Jun-yeol:Kim Tae-ri,Kim Woo-bin:Lee Ha-nee,Korean,75,87229100,9800000,5.25,PG-19
Fighter,24/01/2024,Action:Adventure:Thriller,Siddharth Anand,Hrithik Roshan:Anil Kapoor,Deepika Padukone:Sanjeeda Sheikh,Hindi,56,750000,775000,6.34,PG-18
Contagion of Fear,16/01/2024,Thriller:Horror:Action:Science Fiction:Drama,Enzo Tedeschi,Paul Michael Ayre:Melissa Brattoni,Zoe Carides:Raelee Hill,English,74,72000000,72025000,5.23,NR
Layers of Lies,01/02/2022,Action:Thriller,Ramin Sohrab,Ramin Sohrab:Anu Sinisalo,Antti Reini:Arman Darvish,English:Finnish:Persian,82,40000000,40025000,7.21,PG-13
Event Zero,31/08/2017,Action:Thriller,Enzo Tedeschi,Ash Ricardo:Zoe Carides,Nicholas Hope:Andy Rodoreda,English,60,34000000,1100000,1.1,PG-12
Gurren Lagann the Movie: The Lights in the Sky Are Stars,25/04/2009,Action:Science Fiction:Animation:Adventure,Hiroyuki Imaishi,Tetsuya Kakihara:Yukari Fukui,Marina Inoue:Katsuyuki Konishi,Japanese,63,337134868,337159868,5.25,NR
Monsters 103 Mercies Dragon Damnation,21/01/2024,Animation:Action:Fantasy:Adventure,Sunghoo Park,Yoshimasa Hosoya:Kana Hanazawa,Hiroki Touchi:Mitsuaki Madono,Japanese,62,378900000,35000000,6.34,R
Sixty Minutes,19/01/2024,Action,Oliver Kienle,Emilio Sakraya:Dennis Mojen,Marie Mouroum:Paul Wollin,German,71,183316455,6016000,5.23,PG-13
Wanted Man,19/01/2024,Action:Thriller,Dolph Lundgren,Dolph Lundgren:Kelsey Grammer,Michael Paré:Roger Cross,Vietnamese:English,92,378900000,378925000,1.1,PG-12
Thelma,21/06/2024,Action:Comedy:Adventure,Josh Margolin,June Squibb:Fred Hechinger,Richard Roundtree:Parker Posey,English,62,183316455,183341455,3.4,PG-19
One More Shot,12/01/2024,Action,James Nunn,Scott Adkins:Michael Jai White,Alexis Knapp:Meena Rayann,English,97,18200000,18225000,5.25,PG-18
Gurren Lagann the Movie: Childhood's End,06/09/2008,Action:Comedy:Animation,Hiroyuki Imaishi,Tetsuya Kakihara:Katsuyuki Konishi,Marina Inoue:Yukari Fukui,Japanese,97,205000000,1880000,6.34,NR
Prepare to Die,13/01/2024,Action:Thriller,Jose Montesinos,Ryan Padilla:Andrew Pinon,Paula Rae-Taylor:Andres F. Croci-Valdes,English,60,87229100,87254100,7.21,PG-13
Not Taken,12/01/2024,Action:Comedy,Aaron McGuire,Aaron McGuire:Daycie De Luz,Niccolo Sohn:Elijah Villongco,English,62,750000,775000,1.1,PG-12
Hellhound,12/01/2024,Action:Crime:Thriller,Joshua Dixon,Louis Mandylor:Vithaya Pansringarm,Van Quattro:Panya Yimmumphai,English,97,72000000,72025000,1.2,R
The Night They Came Home,12/01/2024,Western:Thriller:Action,Paul G. Volk,Brian Austin Green:Tim Abell,Charlie N. Townsend:Danny Trejo,English,61,18200000,18225000,2.3,R
The Beekeeper,08/01/2024,Action:Thriller:Drama,David Ayer,Jason Statham:Emmy Raver-Lampman,Bobby Naderi:Josh Hutcherson,English,56,993,151417661,3.4,R
Captain Miller,11/01/2024,Action:War,Arun Matheswaran,Dhanush:Priyanka Arul Mohan,Nivedhithaa Sathish:Elango Kumaravel,Tamil,62,40000000,40025000,4.3,NR
Role Play,04/01/2024,Action:Comedy:Romance,Thomas Vincent,Kaley Cuoco:David Oyelowo,Bill Nighy:Connie Nielsen,English:Spanish,60,205000000,205025000,3.5,R
Lost Phoenix,10/01/2024,Action:Thriller,James Couche,James Couche:Eliza Kelley,Wan Dral:David Norton,English,92,750000,775000,3.8,PG-13
Kingdom III: The Flame of Destiny,28/07/2023,Action:Adventure:War,Shinsuke Sato,Kento Yamazaki:Ryo Yoshizawa,Kanna Hashimoto:Nana Seino,Japanese,97,40000000,40025000,5.25,PG-12
Lift,10/01/2024,Action:Comedy:Crime,F. Gary Gray,Kevin Hart:Gugu Mbatha-Raw,Sam Worthington:Vincent D'Onofrio,English:Italian:Spanish,97,18200000,18225000,6.34,PG-19
GREAT PRETENDER razbliuto,09/01/2024,Animation:Crime:Action,Hiro Kaburagi,Yuka Komatsu:Shunsuke Takeuchi,Yasuhiro Mamiya:Kazuyuki Okitsu,Japanese,97,205000000,205025000,5.23,PG-18
Justice League: Crisis on Infinite Earths Part One,09/01/2024,Animation:Science Fiction:Action,Jeff Wamester,Matt Bomer:Jensen Ackles,Darren Criss:Meg Donnelly,English,61,750000,775000,7.21,NR
Roadkill,05/01/2024,Action:Crime:Thriller:Horror,Warren Fast,Caitlin Carmichael:Ryan Knudson,Danielle Harris:Warren Fast,English,60,72000000,72025000,1.1,PG-13
The Painter,05/01/2024,Action:Thriller,Kimani Ray Smith,Charlie Weber:Jon Voight,Madison Bailey:Max Montesi,English,61,40000000,40025000,5.25,PG-12
Mayhem!,28/06/2023,Action:Crime:Drama,Xavier Gens,Nassim Lyes:Loryn Nounay,Olivier Gourmet:Vithaya Pansringarm,French:Thai:English,56,18200000,1500000,6.34,R
The Bricklayer,14/12/2023,Action:Thriller,Renny Harlin,Aaron Eckhart:Nina Dobrev,Clifton Collins Jr.:Tim Blake Nelson,English,60,205000000,286131120,5.23,R
Drive 2 Palermo: European Journey,04/01/2024,Action:Adventure:Comedy:Drama:Science Fiction:Western:Crime,Martin Palermo,Owen Leslie:Logan Stanczewski,Camden Semlitsch:Lucas Kuehner,English:Italian:Polish,63,87229100,18200000,1.1,R
The Smoke Master,18/05/2023,Action:Comedy:Fantasy,Andre Sigwalt,Daniel Rocha:Tony Lee,Luana Frez:Tristan Aronovich,Mandarin:English:Portuguese,62,750000,433285802,3.4,NR
Permafrost,01/01/2024,Drama:Action,Lenni Uitto,Lenni Uitto:Riley Hardy,Musa Aden:Shane Morrisun,English,60,72000000,87229100,5.25,NR
The DeMarco Crew,01/01/2024,Crime:Action:Thriller,Gregory Hatanaka,Nino Cimino:Chris Spinelli,Louis DeStefano:Jose Adam Alvarez,English,97,18200000,750000,6.34,NR
Nashville Aahoy,31/12/2023,Adventure:Action,Wolfgang,Walter:Wolfgang,Marin Kitagowa:TBD,English,60,993,993,7.21,R
BURN THE WITCH #0.8,29/12/2023,Animation:Action:Fantasy,Tatsuro Kawano,Asami Tano:Yuina Yamada,Shimba Tsuchiya:Hiroaki Hirata,Japanese,92,40000000,72000000,7,PG-13
Bad Lands,29/09/2023,Action:Crime,Masato Harada,Sakura Ando:Ryosuke Yamada,Namase Katsuhisa:Mitsuo Yoshihara,Japanese,60,205000000,40000000,7.2,PG-12
Jashin-chan Dropkick [Seikimatsu-hen],27/12/2023,Comedy:Animation:Action:Adventure,Hiroto Miyagi,Nichika Omori:Aina Suzuki,Miyu Kubota:Chiaki Omigawa,Japanese,60,750000,205000000,5.3,PG-19
Lupin the Third: Seven Days Rhapsody,10/10/2006,Action:Animation:Comedy:TV Movie:Crime,Hajime Kamegaki,Kanichi Kurita:Kiyoshi Kobayashi,Eiko Masuyama:Makio Inoue,Japanese,97,40000000,34000000,6.479,PG-18
Migration,06/12/2023,Animation:Action:Adventure:Comedy:Family,Benjamin Renner,Kumail Nanjiani:Tresi Gazal,Awkwafina:Carol Kane,English,60,183316455,286131120,7.6,NR
Noryang: Deadly Sea,20/12/2023,History:Action:Drama:War,Kim Han-min,Kim Yoon-seok:Baek Yoon-sik,Jung Jae-young:Heo Joon-ho,Japanese:Mandarin:Korean,60,378900000,18200000,7.6,PG-13
Aquaman and the Lost Kingdom,20/12/2023,Action:Adventure:Fantasy,James Wan,Jason Momoa:Patrick Wilson,Yahya Abdul-Mateen II:Randall Park,Korean:Mandarin:English,63,183316455,433285802,6.814,PG-12
Salaar: Part 1 - Ceasefire,21/12/2023,Action:Crime:Thriller,Prashanth Neel,Prabhas:Prithviraj Sukumaran,Shruti Haasan:Easwari Rao,Telugu,71,18200000,87229100,6.5,NR
Kick Kids: A Heroic Tale,19/12/2023,Action:Comedy,Houstonion,Finneus Burghat:Zane Moore,Houstonion:Zeke,English,60,205000000,750000,5.25,R
Going In,30/11/2023,Action:Crime:Thriller,Evan Rissi,Ira Goldman:Evan Rissi,Victor D.S. Man:Michelle Nash,English,62,87229100,993,6.34,PG-13
Out for Delivery,16/12/2023,Action,Johnny Schuler,Marcos Gutierrez:Emily Pattin,Brendan Mcgint:Marty Pattin,English:Spanish,60,750000,72000000,7.21,PG-12
America Is Sinking,15/12/2023,Action,Mario N. Bonassin,Chelsea Gilson:Andrew Rogers,Johnny Pacar:Paul Logan,English,61,72000000,40000000,1.1,PG-19
Control,14/12/2023,Action:Thriller,Gene Fallaize,Kevin Spacey:Lauren Metcalfe,Mark Hampton:Natasha Kemball,English,60,18200000,205000000,2.3,PG-18
Ruthless,14/12/2023,Action:Thriller,Art Camacho,Dermot Mulroney:Jeff Fahey,Melissa Diaz:Mauricio Mendoza,English,60,993,34000000,3.4,NR
Rebel Moon - Part One: A Child of Fire,15/12/2023,Science Fiction:Drama:Action,Zack Snyder,Sofia Boutella:Michiel Huisman,Ed Skrein:Djimon Hounsou,English,60,40000000,40025000,5.23,PG-13
The Family Plan,14/12/2023,Action:Comedy,Simon Cellan Jones,Mark Wahlberg:Michelle Monaghan,Maggie Q:Zoe Colletti,English:French,60,205000000,205025000,7.21,PG-12
Pokémon Heroes,13/07/2002,Animation:Adventure:Action:Fantasy:Science Fiction,Kunihiko Yuyama,Rica Matsumoto:Ikue Otani,Mayumi Izuka:Satomi Korogi,Japanese,63,750000,20900000,1.1,G
The Fart Master,12/12/2023,Comedy:Action,Joshua Holovach,Elijah C. Brooks:Justin Black,Austin Hurst:Macager Samples,English,97,40000000,40025000,3.4,NR
CAKE,12/12/2023,Thriller:Comedy:Action,Chris Rivera,Dev Patrick:Chris Rivera,Yianni Christou:Peter Eldredge,English,61,18200000,18225000,1.1,R
True Lies,15/07/1994,Action:Thriller,James Cameron,Arnold Schwarzenegger:Jamie Lee Curtis,Tom Arnold:Bill Paxton,English:French:Arabic:German,62,205000000,378900000,6.34,PG-13
Aliens,18/07/1986,Action:Thriller:Science Fiction,James Cameron,Sigourney Weaver:Michael Biehn,Lance Henriksen:Bill Paxton,English,71,750000,183316455,7.21,PG-12
Cool Cat vs Dirty Dog 'The Virus Wars',09/12/2023,Family:Action:Comedy,Derek Savage,Derek Savage:Art Nalls,The Harrier Jet:Mike West,English,75,72000000,378900000,5.5,PG-19
The Oath,08/12/2023,Action:Adventure:Drama:Fantasy,Darin Southam,Darin Southam:Nora Dale,Karina Lombard:Eugene Brave Rock,English,74,18200000,455000,1,NR
Lost Cos,08/12/2023,Action:Fantasy,Robin de Levita,Evgeniya Radilova:Zoë Vnak,Samantha Rubin:Dena Tyler,English,82,205000000,205025000,5.25,PG-13
Merry Little Batman,08/12/2023,Animation:Action:Family:Comedy,Mike Roth,Yonas Kibreab:Luke Wilson,James Cromwell:David Hornsby,English:French,60,87229100,87254100,6.34,PG-12
The Three Musketeers: D'Artagnan,05/04/2023,Adventure:Action:Drama:History,Martin Bourboulon,François Civil:Vincent Cassel,Romain Duris:Pio Marmaï,German:English:Spanish:French:Italian:Latin,63,750000,31775688,7.21,NR
Die Hard,15/07/1988,Action:Thriller,John McTiernan,Bruce Willis:Alan Rickman,Alexander Godunov:Bonnie Bedelia,English:German:Italian,62,72000000,140767956,1.1,R
Dealing with Christmas,07/12/2023,Comedy:Adventure:Action,Arthur Sanigou,Eric Judor:Lison Daniel,Ragnar Le Breton:Alex Lutz,French,71,18200000,18225000,2.3,NR
The Abyss,09/08/1989,Adventure:Action:Thriller:Science Fiction,James Cameron,Ed Harris:Mary Elizabeth Mastrantonio,Michael Biehn:Leo Burmester,English,92,993,90000098,3.4,R
In the Dead of Night,04/12/2023,Action:Thriller,Ryan Campbell,Seth Upchurch:Ryan Campbell,Ella Nutt:Chad Gordon,English,62,40000000,40025000,5.23,PG-13
American Samurai,02/12/2023,Science Fiction:Action:Adventure,Nathan Willard,Rosa Fortuny:Larkin Hastings,Maryalice Christie:Mikel Carlyon Mann,English,97,205000000,205025000,7.21,PG-12
Bay for Blood,02/12/2023,Horror:Thriller:Drama:Action,Harry Waldman,Isaly Viana:David Neylon,Jasper Hammer:Natara Easter,English,97,750000,775000,1.1,PG-19
Godzilla Minus One,03/11/2023,Science Fiction:Horror:Action,Takashi Yamazaki,Ryunosuke Kamiki:Hidetaka Yoshioka,Minami Hamabe:Kuranosuke Sasaki,Japanese:English,60,40000000,105100000,3.4,PG-18
Silent Night,30/11/2023,Action:Crime:Thriller:Drama,John Woo,Joel Kinnaman:Kid Cudi,Harold Torres:Catalina Sandino Moreno,No Language,62,183316455,183341455,1.1,NR
Animal,01/12/2023,Action:Crime:Drama,Sandeep Reddy Vanga,Ranbir Kapoor:Rashmika Mandanna,Anil Kapoor:Bobby Deol,Hindi,97,13000000,108300000,6.34,PG-13
The Bad Guys: A Very Bad Holiday,30/11/2023,Animation:Comedy:Family:Action,Bret Haaland,Michael Godere:Ezekiel Ajeigbe,Raul Ceballos:Chris Diamantopoulos,English,61,378900000,378900000,7.21,PG-12
Hard Days,19/05/2023,Thriller:Crime:Action:Drama,Michihito Fujii,Junichi Okada:Go Ayano,Ryoko Hirosue:Hayato Isomura,Japanese,56,378900000,183316455,6.648,NR
IMMORTAL HEART,29/11/2023,Horror:Mystery:Action:Thriller:Drama:Fantasy,Wesley A. Clark,Benjamin Price:Wesley A. Clark,Ethan G. Jocis:Wesley A. Clark,English,62,207089999,378900000,10,R
A Fight,24/11/2023,Action:Thriller,Dylan Richardson,Laura Fulford:Harry Sams,Aaron Porter:Owen Winstead,English,60,378900000,183316455,5.25,PG-13
Due Justice,24/11/2023,Crime:Thriller:Action,Javier Reyna,Kellan Lutz:William Forsythe,Jeff Fahey:Efren Ramirez,English,92,183316455,183341455,6.34,PG-12
Gundam Reconguista in G Movie IV: Love That Cries Out in Battle,22/07/2022,Animation:War:Adventure:Science Fiction:Action,Yoshiyuki Tomino,Mark Ishii:Yukari Fukui,Minako Kotobuki:Yu Shimamura,Japanese,97,1131927996,1131952996,7.21,PG-19
Double Trouble: Thomas' Teleporting Conundrum,17/11/2023,Comedy:Action,Jeffery S. Baker,Esau Price:Maxine Louthan,Edie Setnick:Myles Schortgen,English,97,205000000,205025000,1.1,PG-18
The Foreverglades,17/11/2023,Drama:Action:Horror,Isaac Shilling,Abigail Clark:McKenzie King,Jaron Lum Lock:Miguel Lian,English,97,87229100,87254100,2.3,NR
The Hunger Games: The Ballad of Songbirds & Snakes,15/11/2023,Drama:Science Fiction:Action,Francis Lawrence,Tom Blyth:Rachel Zegler,Peter Dinklage:Jason Schwartzman,English,61,750000,337134868,3.4,PG-13
The Burden of Nine Lives,11/11/2023,Action:Drama,Vega Montanez,Ari Brisbon:Alysha Wright,Steven Staine Fernandez:Brendon Sinclair Wilde,English,60,72000000,378900000,5.23,PG-12
Adventures of the Naked Umbrella,10/11/2023,Science Fiction:Action:Comedy,Gerald Brunskill,Jeremy Davies:Taryn Manning,Richard Riehle:Tom Arnold,English,61,18200000,183316455,7.21,NR
